account_id,city_norm,street_norm,building_norm,unit_norm,postcode_norm,family_token_norm,observed_orders,exact_address_key
ACC-000828,north city,oak street 17,100,4,pc10100,fam x 000828,2,north city|oak street 17|100|4|pc10100
ACC-000829,central city,pine street 17,101,1,pc20101,fam x 000829,4,central city|pine street 17|101|1|pc20101
ACC-000830,central city,pine street 17,101,1,pc20101,fam 00401,2,central city|pine street 17|101|1|pc20101
ACC-000831,central city,pine s 17,101,3,pc20101,fam 00402,3,central city|pine s 17|101|3|pc20101
ACC-000832,central city,pine t 17,101,2,pc20101,fam 00402,3,central city|pine t 17|101|2|pc20101
ACC-000833,central city,pine street 17,101,3,pc20101,fam x 000833,2,central city|pine street 17|101|3|pc20101
ACC-000834,central city,pin street 17,101,,,fam x 000834,5,central city|pin street 17|101||
ACC-000835,central city,pine street 17,101,4,pc20101,fam x 000835,2,central city|pine street 17|101|4|pc20101
ACC-000836,central city,pine street 17,101,4,pc20101,fam x 000836,4,central city|pine street 17|101|4|pc20101
ACC-000837,south city,elm street 17,102,1,pc30102,fam x 000837,2,south city|elm street 17|102|1|pc30102
ACC-000838,south city,el street 17,102,1,,fam 00405,5,south city|el street 17|102|1|
ACC-000839,south city,elm street 17,102,2,pc30102,fam x 000839,5,south city|elm street 17|102|2|pc30102
ACC-000840,south city,elm street 17,102,2,pc30102,fam x 000840,2,south city|elm street 17|102|2|pc30102
ACC-000841,south city,elm street 17,102,3,pc30102,fam x 000841,4,south city|elm street 17|102|3|pc30102
ACC-000842,south city,elm street 17,102,3,pc30102,fam x 000842,4,south city|elm street 17|102|3|pc30102
ACC-000843,south city,elm street 17,102,3,pc30102,fam x 000843,3,south city|elm street 17|102|3|pc30102
ACC-000844,south city,elm street 17,102,3,pc30102,fam x 000844,2,south city|elm street 17|102|3|pc30102
ACC-000845,south city,elm street 17,102,3,pc30102,fam x 000845,4,south city|elm street 17|102|3|pc30102
ACC-000846,south city,elm street 17,102,3,pc30102,fam x 000846,5,south city|elm street 17|102|3|pc30102
ACC-000847,south city,elm street 17,102,4,pc30102,fam x 000847,4,south city|elm street 17|102|4|pc30102
ACC-000848,south city,elm street 17,102,4,pc30102,fam x 000848,4,south city|elm street 17|102|4|pc30102
ACC-000849,south city,elm street 17,102,4,pc30102,fam x 000849,2,south city|elm street 17|102|4|pc30102
ACC-000850,north city,cedar street 18,103,1,pc10103,fam x 000850,3,north city|cedar street 18|103|1|pc10103
ACC-000851,north city,cedar street 18,103,2,pc10103,fam x 000851,5,north city|cedar street 18|103|2|pc10103
ACC-000852,north city,ceda street 18,103,2,pc10103,fam x 000852,5,north city|ceda street 18|103|2|pc10103
ACC-000853,north city,cedar street 18,103,2,pc10103,fam x 000853,2,north city|cedar street 18|103|2|pc10103
ACC-000854,north city,cedar street 18,103,3,pc10103,fam 00411,3,north city|cedar street 18|103|3|pc10103
ACC-000855,north city,cedar street 18,103,3,pc10103,fam 00411,3,north city|cedar street 18|103|3|pc10103
ACC-000856,north city,cedar street 18,103,3,pc10103,fam 00411,4,north city|cedar street 18|103|3|pc10103
ACC-000857,north city,cedar street 18,103,4,pc10103,fam x 000857,5,north city|cedar street 18|103|4|pc10103
ACC-000858,central city,male street 18,104,2,,fam 00413,3,central city|male street 18|104|2|
ACC-000859,central city,maple s 18,104,,,fam 00413,3,central city|maple s 18|104||
ACC-000860,central city,mapl street 18,104,2,pc20104,fam x 000860,4,central city|mapl street 18|104|2|pc20104
ACC-000861,central city,maple street 18,104,3,pc20104,fam x 000861,3,central city|maple street 18|104|3|pc20104
ACC-000862,central city,maple street 18,104,4,pc20104,fam x 000862,3,central city|maple street 18|104|4|pc20104
ACC-000863,south city,willow street 18,105,1,pc30105,fam x 000863,4,south city|willow street 18|105|1|pc30105
ACC-000864,south city,willow s 18,105,3,,fam x 000864,2,south city|willow s 18|105|3|
ACC-000865,south city,willow street 18,105,3,pc30105,fam x 000865,3,south city|willow street 18|105|3|pc30105
ACC-000866,south city,willow street 18,105,3,pc30105,fam 00419,3,south city|willow street 18|105|3|pc30105
ACC-000867,south city,willow street 18,105,4,pc30105,fam x 000867,5,south city|willow street 18|105|4|pc30105
ACC-000868,north city,oa street 18,106,,,fam x 000868,2,north city|oa street 18|106||
ACC-000869,north city,oak street 18,106,1,pc10106,fam x 000869,3,north city|oak street 18|106|1|pc10106
ACC-000870,north city,oak street 18,106,2,pc10106,fam x 000870,5,north city|oak street 18|106|2|pc10106
ACC-000871,north city,oak street 18,106,3,pc10106,fam x 000871,2,north city|oak street 18|106|3|pc10106
ACC-000872,north city,oak street 18,106,4,pc10106,fam 00424,5,north city|oak street 18|106|4|pc10106
ACC-000873,north city,oak street 18,106,4,pc10106,fam 00424,5,north city|oak street 18|106|4|pc10106
ACC-000874,north city,oak street 18,106,4,pc10106,fam 00424,5,north city|oak street 18|106|4|pc10106
ACC-000875,central city,pine street 18,107,1,pc20107,fam x 000875,5,central city|pine street 18|107|1|pc20107
ACC-000876,central city,pine street 18,107,1,pc20107,fam x 000876,4,central city|pine street 18|107|1|pc20107
ACC-000877,central city,pine street 18,107,2,pc20107,fam x 000877,4,central city|pine street 18|107|2|pc20107
ACC-000878,central city,pine street 18,107,3,pc20107,fam x 000878,2,central city|pine street 18|107|3|pc20107
ACC-000879,central city,pine street 18,107,4,pc20107,fam x 000879,5,central city|pine street 18|107|4|pc20107
ACC-000880,central city,pine street 18,107,4,pc20107,fam 00428,3,central city|pine street 18|107|4|pc20107
ACC-000881,south city,elm street 18,108,1,pc30108,fam x 000881,4,south city|elm street 18|108|1|pc30108
ACC-000882,south city,elm street 18,108,2,pc30108,fam x 000882,4,south city|elm street 18|108|2|pc30108
ACC-000883,south city,elm street 18,108,3,pc30108,fam 00431,3,south city|elm street 18|108|3|pc30108
ACC-000884,south city,elm street 18,108,3,pc30108,fam 00431,4,south city|elm street 18|108|3|pc30108
ACC-000885,south city,elm street 18,108,3,pc30108,fam x 000885,5,south city|elm street 18|108|3|pc30108
ACC-000886,south city,elm street 18,108,4,pc30108,fam 00432,5,south city|elm street 18|108|4|pc30108
ACC-000887,south city,elm street 18,108,4,pc30108,fam 00432,3,south city|elm street 18|108|4|pc30108
ACC-000888,north city,cedar street 19,109,1,pc10109,fam 00433,2,north city|cedar street 19|109|1|pc10109
ACC-000889,north city,cdar street 19,109,1,,fam 00433,2,north city|cdar street 19|109|1|
ACC-000890,north city,ceda street 19,109,1,pc10109,fam 00433,4,north city|ceda street 19|109|1|pc10109
ACC-000891,north city,cedar street 19,109,1,pc10109,fam x 000891,2,north city|cedar street 19|109|1|pc10109
ACC-000892,north city,cedar street 19,109,2,pc10109,fam x 000892,4,north city|cedar street 19|109|2|pc10109
ACC-000893,north city,cedar street 19,109,3,pc10109,fam x 000893,3,north city|cedar street 19|109|3|pc10109
ACC-000894,north city,cedr street 19,109,4,pc10109,fam x 000894,4,north city|cedr street 19|109|4|pc10109
ACC-000895,central city,maple street 19,110,1,pc20110,fam x 000895,5,central city|maple street 19|110|1|pc20110
ACC-000896,central city,maple street 19,110,2,pc20110,fam x 000896,3,central city|maple street 19|110|2|pc20110
ACC-000897,central city,maple street 19,110,3,pc20110,fam x 000897,2,central city|maple street 19|110|3|pc20110
ACC-000898,central city,maple street 19,110,4,pc20110,fam x 000898,2,central city|maple street 19|110|4|pc20110
ACC-000899,south city,willow street 19,111,1,pc30111,fam x 000899,3,south city|willow street 19|111|1|pc30111
ACC-000900,south city,willow street 19,111,2,pc30111,fam x 000900,5,south city|willow street 19|111|2|pc30111
ACC-000901,south city,willow street 19,111,3,pc30111,fam x 000901,5,south city|willow street 19|111|3|pc30111
ACC-000902,south city,willow street 19,111,4,pc30111,fam x 000902,5,south city|willow street 19|111|4|pc30111
ACC-000903,north city,oak street 19,112,1,pc10112,fam 00445,5,north city|oak street 19|112|1|pc10112
ACC-000904,north city,oak street 19,112,1,pc10112,fam 00445,5,north city|oak street 19|112|1|pc10112
ACC-000905,north city,oak street 19,112,2,pc10112,fam 00446,3,north city|oak street 19|112|2|pc10112
ACC-000906,north city,oak s 19,112,,pc10112,fam 00446,5,north city|oak s 19|112||pc10112
ACC-000907,north city,oak street 19,112,3,pc10112,fam x 000907,2,north city|oak street 19|112|3|pc10112
ACC-000908,north city,oak street 19,112,3,pc10112,fam x 000908,2,north city|oak street 19|112|3|pc10112
ACC-000909,north city,oak street 19,112,4,pc10112,fam x 000909,3,north city|oak street 19|112|4|pc10112
ACC-000910,central city,pine t 19,113,1,,fam x 000910,3,central city|pine t 19|113|1|
ACC-000911,central city,pine street 19,113,1,pc20113,fam x 000911,3,central city|pine street 19|113|1|pc20113
ACC-000912,central city,pne street 19,113,3,,fam x 000912,3,central city|pne street 19|113|3|
ACC-000913,central city,pine street 19,113,3,pc20113,fam x 000913,3,central city|pine street 19|113|3|pc20113
ACC-000914,central city,pine street 19,113,4,pc20113,fam x 000914,2,central city|pine street 19|113|4|pc20113
ACC-000915,south city,elm street 19,114,1,pc30114,fam 00453,3,south city|elm street 19|114|1|pc30114
ACC-000916,south city,elm street 19,114,1,pc30114,fam 00453,4,south city|elm street 19|114|1|pc30114
ACC-000917,south city,elm t 19,114,2,,fam x 000917,4,south city|elm t 19|114|2|
ACC-000918,south city,elm street 19,114,3,pc30114,fam x 000918,3,south city|elm street 19|114|3|pc30114
ACC-000919,south city,elm street 19,114,4,pc30114,fam x 000919,4,south city|elm street 19|114|4|pc30114
ACC-000920,north city,cedar street 20,115,1,pc10115,fam x 000920,5,north city|cedar street 20|115|1|pc10115
ACC-000921,north city,cedar street 20,115,2,pc10115,fam x 000921,3,north city|cedar street 20|115|2|pc10115
ACC-000922,north city,cedar street 20,115,2,pc10115,fam 00458,5,north city|cedar street 20|115|2|pc10115
ACC-000923,north city,cedar street 20,115,2,pc10115,fam 00458,3,north city|cedar street 20|115|2|pc10115
ACC-000924,north city,cedar street 20,115,2,pc10115,fam 00458,2,north city|cedar street 20|115|2|pc10115
ACC-000925,north city,cedar street 20,115,3,pc10115,fam x 000925,5,north city|cedar street 20|115|3|pc10115
ACC-000926,north city,cedar street 20,115,4,pc10115,fam x 000926,5,north city|cedar street 20|115|4|pc10115
ACC-000927,central city,mple street 20,116,1,pc20116,fam 00461,3,central city|mple street 20|116|1|pc20116
ACC-000928,central city,maple street 20,116,1,pc20116,fam 00461,3,central city|maple street 20|116|1|pc20116
ACC-000929,central city,maple street 20,116,1,pc20116,fam 00461,3,central city|maple street 20|116|1|pc20116
ACC-000930,central city,maple street 20,116,1,pc20116,fam 00461,5,central city|maple street 20|116|1|pc20116
ACC-000931,central city,maple street 20,116,2,pc20116,fam x 000931,3,central city|maple street 20|116|2|pc20116
ACC-000932,central city,maple street 20,116,2,pc20116,fam x 000932,3,central city|maple street 20|116|2|pc20116
ACC-000933,central city,maple street 20,116,2,pc20116,fam x 000933,4,central city|maple street 20|116|2|pc20116
ACC-000934,central city,maple street 20,116,3,pc20116,fam x 000934,4,central city|maple street 20|116|3|pc20116
ACC-000935,central city,maple street 20,116,4,pc20116,fam 00464,4,central city|maple street 20|116|4|pc20116
ACC-000936,central city,maple street 20,116,4,pc20116,fam 00464,5,central city|maple street 20|116|4|pc20116
ACC-000937,central city,maple street 20,116,4,pc20116,fam 00464,4,central city|maple street 20|116|4|pc20116
ACC-000938,south city,willow street 20,117,1,pc30117,fam x 000938,5,south city|willow street 20|117|1|pc30117
ACC-000939,south city,willow street 20,117,2,pc30117,fam x 000939,5,south city|willow street 20|117|2|pc30117
ACC-000940,south city,willow street 20,117,3,pc30117,fam x 000940,3,south city|willow street 20|117|3|pc30117
ACC-000941,south city,willow street 20,117,4,pc30117,fam x 000941,5,south city|willow street 20|117|4|pc30117
ACC-000942,north city,oak street 20,118,1,pc10118,fam 00469,2,north city|oak street 20|118|1|pc10118
ACC-000943,north city,oak street 20,118,1,pc10118,fam x 000943,3,north city|oak street 20|118|1|pc10118
ACC-000944,north city,oak street 20,118,1,pc10118,fam 00469,4,north city|oak street 20|118|1|pc10118
ACC-000945,north city,oak street 20,118,1,pc10118,fam 00469,3,north city|oak street 20|118|1|pc10118
ACC-000946,north city,oak street 20,118,2,pc10118,fam 00470,4,north city|oak street 20|118|2|pc10118
ACC-000947,north city,oak street 20,118,2,pc10118,fam 00470,5,north city|oak street 20|118|2|pc10118
ACC-000948,north city,oak street 20,118,3,pc10118,fam x 000948,2,north city|oak street 20|118|3|pc10118
ACC-000949,north city,ok street 20,118,4,,fam x 000949,3,north city|ok street 20|118|4|
ACC-000950,north city,oak street 20,118,3,pc10118,fam x 000950,2,north city|oak street 20|118|3|pc10118
ACC-000951,north city,ok street 20,118,4,,fam x 000951,5,north city|ok street 20|118|4|
ACC-000952,north city,oak street 20,118,4,pc10118,fam x 000952,3,north city|oak street 20|118|4|pc10118
ACC-000953,central city,pine street 20,119,1,pc20119,fam 00473,2,central city|pine street 20|119|1|pc20119
ACC-000954,central city,pine street 20,119,1,pc20119,fam 00473,5,central city|pine street 20|119|1|pc20119
ACC-000955,central city,pine street 20,119,2,pc20119,fam x 000955,5,central city|pine street 20|119|2|pc20119
ACC-000956,central city,pine street 20,119,3,pc20119,fam 00475,5,central city|pine street 20|119|3|pc20119
ACC-000957,central city,pine street 20,119,3,pc20119,fam 00475,5,central city|pine street 20|119|3|pc20119
ACC-000958,central city,pine street 20,119,4,pc20119,fam x 000958,2,central city|pine street 20|119|4|pc20119
ACC-000959,south city,em street 20,120,,pc30120,fam x 000959,4,south city|em street 20|120||pc30120
ACC-000960,south city,elm street 20,120,2,pc30120,fam x 000960,4,south city|elm street 20|120|2|pc30120
ACC-000961,south city,elm street 20,120,2,pc30120,fam x 000961,4,south city|elm street 20|120|2|pc30120
ACC-000962,south city,lm street 20,120,4,pc30120,fam x 000962,3,south city|lm street 20|120|4|pc30120
ACC-000963,south city,elm street 20,120,4,pc30120,fam 00480,2,south city|elm street 20|120|4|pc30120
ACC-000964,south city,elm street 20,120,4,pc30120,fam 00480,4,south city|elm street 20|120|4|pc30120
ACC-000965,north city,edar street 21,121,1,,fam x 000965,2,north city|edar street 21|121|1|
ACC-000966,north city,cdar street 21,121,3,,fam x 000966,5,north city|cdar street 21|121|3|
ACC-000967,north city,cedar street 21,121,2,pc10121,fam x 000967,4,north city|cedar street 21|121|2|pc10121
ACC-000968,north city,cedar street 21,121,2,pc10121,fam x 000968,2,north city|cedar street 21|121|2|pc10121
ACC-000969,north city,cedar street 21,121,3,pc10121,fam 00483,5,north city|cedar street 21|121|3|pc10121
ACC-000970,north city,cedar street 21,121,3,pc10121,fam 00483,4,north city|cedar street 21|121|3|pc10121
ACC-000971,north city,cedar street 21,121,3,pc10121,fam 00483,2,north city|cedar street 21|121|3|pc10121
ACC-000972,north city,cedar street 21,121,4,pc10121,fam x 000972,2,north city|cedar street 21|121|4|pc10121
ACC-000973,north city,cedar street 21,121,4,pc10121,fam x 000973,4,north city|cedar street 21|121|4|pc10121
ACC-000974,central city,maple street 21,122,1,pc20122,fam x 000974,5,central city|maple street 21|122|1|pc20122
ACC-000975,central city,male street 21,122,2,,fam x 000975,4,central city|male street 21|122|2|
ACC-000976,central city,maple street 21,122,2,pc20122,fam x 000976,4,central city|maple street 21|122|2|pc20122
ACC-000977,central city,maple street 21,122,2,pc20122,fam x 000977,5,central city|maple street 21|122|2|pc20122
ACC-000978,central city,mple street 21,122,3,pc20122,fam x 000978,5,central city|mple street 21|122|3|pc20122
ACC-000979,central city,maple street 21,122,3,pc20122,fam x 000979,3,central city|maple street 21|122|3|pc20122
ACC-000980,central city,mapl street 21,122,,,fam x 000980,5,central city|mapl street 21|122||
ACC-000981,south city,willow street 21,123,1,pc30123,fam 00489,2,south city|willow street 21|123|1|pc30123
ACC-000982,south city,willow street 21,123,1,pc30123,fam 00489,4,south city|willow street 21|123|1|pc30123
ACC-000983,south city,wllow street 21,123,1,,fam 00489,3,south city|wllow street 21|123|1|
ACC-000984,south city,willow street 21,123,2,pc30123,fam x 000984,2,south city|willow street 21|123|2|pc30123
ACC-000985,south city,willow street 21,123,3,pc30123,fam x 000985,4,south city|willow street 21|123|3|pc30123
ACC-000986,south city,willow street 21,123,3,pc30123,fam x 000986,5,south city|willow street 21|123|3|pc30123
ACC-000987,south city,willow street 21,123,3,pc30123,fam x 000987,3,south city|willow street 21|123|3|pc30123
ACC-000988,south city,willow street 21,123,3,pc30123,fam x 000988,4,south city|willow street 21|123|3|pc30123
ACC-000989,south city,willow street 21,123,3,pc30123,fam x 000989,5,south city|willow street 21|123|3|pc30123
ACC-000990,south city,willow street 21,123,3,pc30123,fam x 000990,3,south city|willow street 21|123|3|pc30123
ACC-000991,south city,willw street 21,123,4,,fam 00492,4,south city|willw street 21|123|4|
ACC-000992,south city,willow street 21,123,4,pc30123,fam 00492,5,south city|willow street 21|123|4|pc30123
ACC-000993,north city,oak street 21,124,1,pc10124,fam x 000993,5,north city|oak street 21|124|1|pc10124
ACC-000994,north city,oak street 21,124,2,pc10124,fam 00494,2,north city|oak street 21|124|2|pc10124
ACC-000995,north city,oak street 21,124,2,pc10124,fam 00494,2,north city|oak street 21|124|2|pc10124
ACC-000996,north city,oak street 21,124,2,pc10124,fam 00494,4,north city|oak street 21|124|2|pc10124
ACC-000997,north city,ak street 21,124,2,,fam 00494,3,north city|ak street 21|124|2|
ACC-000998,north city,oak street 21,124,3,pc10124,fam 00495,5,north city|oak street 21|124|3|pc10124
ACC-000999,north city,oak street 21,124,3,pc10124,fam x 000999,4,north city|oak street 21|124|3|pc10124
ACC-001000,north city,ak street 21,124,5,,fam 00496,4,north city|ak street 21|124|5|
ACC-001001,north city,oak street 21,124,4,pc10124,fam 00496,4,north city|oak street 21|124|4|pc10124
ACC-001002,north city,ok street 21,124,4,,fam 00496,4,north city|ok street 21|124|4|
ACC-001003,north city,oak street 21,124,4,pc10124,fam 00496,3,north city|oak street 21|124|4|pc10124
ACC-001004,central city,pine street 21,125,1,pc20125,fam x 001004,4,central city|pine street 21|125|1|pc20125
ACC-001005,central city,pine street 21,125,1,pc20125,fam x 001005,4,central city|pine street 21|125|1|pc20125
ACC-001006,central city,pine street 21,125,2,pc20125,fam 00498,4,central city|pine street 21|125|2|pc20125
ACC-001007,central city,pine street 21,125,2,pc20125,fam 00498,3,central city|pine street 21|125|2|pc20125
ACC-001008,central city,pine street 21,125,3,pc20125,fam x 001008,2,central city|pine street 21|125|3|pc20125
ACC-001009,central city,pine s 21,125,3,,fam x 001009,4,central city|pine s 21|125|3|
ACC-001010,central city,pine street 21,125,4,pc20125,fam x 001010,3,central city|pine street 21|125|4|pc20125
ACC-001011,south city,elm street 21,126,1,pc30126,fam x 001011,2,south city|elm street 21|126|1|pc30126
ACC-001012,south city,elm street 21,126,2,pc30126,fam x 001012,5,south city|elm street 21|126|2|pc30126
ACC-001013,south city,elm street 21,126,3,pc30126,fam 00503,4,south city|elm street 21|126|3|pc30126
ACC-001014,south city,elm street 21,126,3,pc30126,fam 00503,2,south city|elm street 21|126|3|pc30126
ACC-001015,south city,elm street 21,126,3,pc30126,fam 00503,5,south city|elm street 21|126|3|pc30126
ACC-001016,south city,elm street 21,126,3,pc30126,fam 00503,5,south city|elm street 21|126|3|pc30126
ACC-001017,south city,elm street 21,126,4,pc30126,fam x 001017,4,south city|elm street 21|126|4|pc30126
ACC-001018,north city,cedar street 22,127,1,pc10127,fam x 001018,2,north city|cedar street 22|127|1|pc10127
ACC-001019,north city,cedar street 22,127,2,pc10127,fam x 001019,5,north city|cedar street 22|127|2|pc10127
ACC-001020,north city,cedar street 22,127,3,pc10127,fam x 001020,2,north city|cedar street 22|127|3|pc10127
ACC-001021,north city,cedar street 22,127,3,pc10127,fam 00507,2,north city|cedar street 22|127|3|pc10127
ACC-001022,north city,cedar street 22,127,4,pc10127,fam 00508,4,north city|cedar street 22|127|4|pc10127
ACC-001023,north city,cedar street 22,127,4,pc10127,fam x 001023,4,north city|cedar street 22|127|4|pc10127
ACC-001024,north city,cedar street 22,127,4,pc10127,fam x 001024,2,north city|cedar street 22|127|4|pc10127
ACC-001025,north city,cedr street 22,127,4,pc10127,fam x 001025,3,north city|cedr street 22|127|4|pc10127
ACC-001026,central city,maple street 22,128,1,pc20128,fam x 001026,4,central city|maple street 22|128|1|pc20128
ACC-001027,central city,male street 22,128,1,,fam x 001027,5,central city|male street 22|128|1|
ACC-001028,central city,maple street 22,128,2,pc20128,fam x 001028,4,central city|maple street 22|128|2|pc20128
ACC-001029,central city,maple street 22,128,3,pc20128,fam x 001029,5,central city|maple street 22|128|3|pc20128
ACC-001030,central city,maple street 22,128,3,pc20128,fam x 001030,3,central city|maple street 22|128|3|pc20128
ACC-001031,central city,maple street 22,128,4,pc20128,fam 00512,4,central city|maple street 22|128|4|pc20128
ACC-001032,central city,maple street 22,128,4,pc20128,fam 00512,3,central city|maple street 22|128|4|pc20128
ACC-001033,central city,maple street 22,128,4,pc20128,fam 00512,4,central city|maple street 22|128|4|pc20128
ACC-001034,south city,willow street 22,129,1,pc30129,fam 00513,2,south city|willow street 22|129|1|pc30129
ACC-001035,south city,wilow street 22,129,,,fam 00513,2,south city|wilow street 22|129||
ACC-001036,south city,willow street 22,129,1,pc30129,fam 00513,4,south city|willow street 22|129|1|pc30129
ACC-001037,south city,willow street 22,129,1,pc30129,fam 00513,2,south city|willow street 22|129|1|pc30129
ACC-001038,south city,willow t 22,129,3,,fam x 001038,3,south city|willow t 22|129|3|
ACC-001039,south city,willow street 22,129,2,pc30129,fam x 001039,4,south city|willow street 22|129|2|pc30129
ACC-001040,south city,willow street 22,129,3,pc30129,fam x 001040,3,south city|willow street 22|129|3|pc30129
ACC-001041,south city,willow street 22,129,3,pc30129,fam x 001041,4,south city|willow street 22|129|3|pc30129
ACC-001042,south city,willow street 22,129,3,pc30129,fam x 001042,5,south city|willow street 22|129|3|pc30129
ACC-001043,south city,willow street 22,129,4,pc30129,fam x 001043,5,south city|willow street 22|129|4|pc30129
ACC-001044,south city,wilow street 22,129,4,,fam 00516,3,south city|wilow street 22|129|4|
ACC-001045,north city,oak street 22,130,1,pc10130,fam x 001045,3,north city|oak street 22|130|1|pc10130
ACC-001046,north city,oak street 22,130,1,pc10130,fam x 001046,4,north city|oak street 22|130|1|pc10130
ACC-001047,north city,oak street 22,130,2,pc10130,fam 00518,4,north city|oak street 22|130|2|pc10130
ACC-001048,north city,oak street 22,130,2,pc10130,fam x 001048,2,north city|oak street 22|130|2|pc10130
ACC-001049,north city,ok street 22,130,2,,fam 00518,3,north city|ok street 22|130|2|
ACC-001050,north city,oak street 22,130,3,pc10130,fam 00519,4,north city|oak street 22|130|3|pc10130
ACC-001051,north city,oak street 22,130,3,pc10130,fam 00519,4,north city|oak street 22|130|3|pc10130
ACC-001052,north city,oak street 22,130,4,pc10130,fam 00520,4,north city|oak street 22|130|4|pc10130
ACC-001053,north city,oak street 22,130,4,pc10130,fam x 001053,3,north city|oak street 22|130|4|pc10130
ACC-001054,north city,oak street 22,130,4,pc10130,fam 00520,3,north city|oak street 22|130|4|pc10130
ACC-001055,central city,ine street 22,131,1,pc20131,fam 00521,2,central city|ine street 22|131|1|pc20131
ACC-001056,central city,pine street 22,131,1,pc20131,fam 00521,3,central city|pine street 22|131|1|pc20131
ACC-001057,central city,ine street 22,131,2,pc20131,fam 00521,2,central city|ine street 22|131|2|pc20131
ACC-001058,central city,pine t 22,131,1,pc20131,fam 00521,2,central city|pine t 22|131|1|pc20131
ACC-001059,central city,pine street 22,131,2,pc20131,fam 00522,3,central city|pine street 22|131|2|pc20131
ACC-001060,central city,pne street 22,131,2,,fam 00522,3,central city|pne street 22|131|2|
ACC-001061,central city,pine street 22,131,3,pc20131,fam 00523,3,central city|pine street 22|131|3|pc20131
ACC-001062,central city,pine s 22,131,,,fam 00523,4,central city|pine s 22|131||
ACC-001063,central city,pine street 22,131,4,pc20131,fam x 001063,2,central city|pine street 22|131|4|pc20131
ACC-001064,south city,em street 22,132,,,fam 00525,5,south city|em street 22|132||
ACC-001065,south city,elm t 22,132,,pc30132,fam 00525,3,south city|elm t 22|132||pc30132
ACC-001066,south city,em street 22,132,3,pc30132,fam x 001066,3,south city|em street 22|132|3|pc30132
ACC-001067,south city,elm street 22,132,3,pc30132,fam x 001067,4,south city|elm street 22|132|3|pc30132
ACC-001068,south city,elm street 22,132,4,pc30132,fam 00528,4,south city|elm street 22|132|4|pc30132
ACC-001069,south city,elm street 22,132,4,pc30132,fam 00528,2,south city|elm street 22|132|4|pc30132
ACC-001070,south city,elm street 22,132,4,pc30132,fam x 001070,3,south city|elm street 22|132|4|pc30132
ACC-001071,south city,elm street 22,132,4,pc30132,fam 00528,2,south city|elm street 22|132|4|pc30132
ACC-001072,north city,cedar street 23,133,1,pc10133,fam x 001072,3,north city|cedar street 23|133|1|pc10133
ACC-001073,north city,cedar street 23,133,2,pc10133,fam x 001073,5,north city|cedar street 23|133|2|pc10133
ACC-001074,north city,cedar street 23,133,2,pc10133,fam 00530,3,north city|cedar street 23|133|2|pc10133
ACC-001075,north city,cedar street 23,133,2,pc10133,fam 00530,3,north city|cedar street 23|133|2|pc10133
ACC-001076,north city,edar street 23,133,2,,fam 00530,4,north city|edar street 23|133|2|
ACC-001077,north city,cedar street 23,133,3,pc10133,fam x 001077,5,north city|cedar street 23|133|3|pc10133
ACC-001078,north city,cedar street 23,133,3,pc10133,fam x 001078,2,north city|cedar street 23|133|3|pc10133
ACC-001079,north city,cedar street 23,133,4,pc10133,fam x 001079,5,north city|cedar street 23|133|4|pc10133
ACC-001080,central city,maple street 23,134,1,pc20134,fam x 001080,5,central city|maple street 23|134|1|pc20134
ACC-001081,central city,maple street 23,134,2,pc20134,fam x 001081,2,central city|maple street 23|134|2|pc20134
ACC-001082,central city,maple street 23,134,2,pc20134,fam 00534,3,central city|maple street 23|134|2|pc20134
ACC-001083,central city,mple street 23,134,3,pc20134,fam x 001083,5,central city|mple street 23|134|3|pc20134
ACC-001084,central city,male street 23,134,4,,fam x 001084,4,central city|male street 23|134|4|
ACC-001085,central city,male street 23,134,4,,fam x 001085,5,central city|male street 23|134|4|
ACC-001086,central city,maple street 23,134,4,pc20134,fam x 001086,2,central city|maple street 23|134|4|pc20134
ACC-001087,south city,wilow street 23,135,1,,fam 00537,2,south city|wilow street 23|135|1|
ACC-001088,south city,willow street 23,135,1,pc30135,fam 00537,4,south city|willow street 23|135|1|pc30135
ACC-001089,south city,willow street 23,135,2,pc30135,fam x 001089,3,south city|willow street 23|135|2|pc30135
ACC-001090,south city,willow street 23,135,3,pc30135,fam x 001090,5,south city|willow street 23|135|3|pc30135
ACC-001091,south city,willow street 23,135,3,pc30135,fam x 001091,2,south city|willow street 23|135|3|pc30135
ACC-001092,south city,willow street 23,135,4,pc30135,fam x 001092,2,south city|willow street 23|135|4|pc30135
ACC-001093,south city,willow street 23,135,4,pc30135,fam x 001093,2,south city|willow street 23|135|4|pc30135
ACC-001094,north city,oak street 23,136,1,pc10136,fam x 001094,2,north city|oak street 23|136|1|pc10136
ACC-001095,north city,oak street 23,136,2,pc10136,fam 00542,2,north city|oak street 23|136|2|pc10136
ACC-001096,north city,ok street 23,136,2,,fam 00542,5,north city|ok street 23|136|2|
ACC-001097,north city,oak street 23,136,3,pc10136,fam x 001097,5,north city|oak street 23|136|3|pc10136
ACC-001098,north city,oak street 23,136,4,pc10136,fam x 001098,5,north city|oak street 23|136|4|pc10136
ACC-001099,central city,pine street 23,137,1,pc20137,fam x 001099,4,central city|pine street 23|137|1|pc20137
ACC-001100,central city,pine street 23,137,2,pc20137,fam x 001100,4,central city|pine street 23|137|2|pc20137
ACC-001101,central city,pin street 23,137,3,,fam x 001101,5,central city|pin street 23|137|3|
